number of packet,Adjusted RTT(ms)
1,0.9581965455878417
2,0.9054299392661411
3,1.1926697820678138
4,2.744389367637717
5,0.8679638728137493
6,1.0209503108276832
7,1.2800906037900615
8,0.8367421507700888
9,1.0428055162582452
10,0.793031739908965
11,0.9210408002879711
12,0.8273756341569907
13,1.0740272383019054
14,0.7774208788871352
15,0.793031739908965
16,1.7359277456274986
17,2.547692518762659
18,1.0334389996451476
19,0.7430769846391089
20,1.3362897034686503
21,1.0461159896578898
22,0.7867873955002332
23,1.2769684315856955
24,1.3394118756730158
25,1.2082806430896438
26,0.7992760843176965
27,1.0833937549150028
28,2.763122400863914
29,1.551719585569904
30,0.8242534619526248
31,1.1708145766372506
32,2.3385069810701364
33,1.6641177849270796
34,0.9272851446967025
35,0.8710860450181149
36,1.2426245373376694
37,2.1574209932169093
38,1.355022736694846
39,0.7555656734565728
40,1.817104222941014
41,0.9990951053971209
42,2.9691857663520698
43,1.6360182350877857
44,2.8349323615643316
45,0.808642600930795
46,0.8648417006093828
47,1.145837199002323
48,1.4073978902822983
49,0.9272851446967025
50,1.4955204858913158
51,0.8819593789342068
52,1.1830055169291067
53,0.7649321900696707
54,1.2582353983594998
55,1.21140281529401
56,1.064660721688807
57,2.1730318542387383
58,0.9428960057185328
59,0.808642600930795
60,0.8304978063613572
61,2.172759249628593
62,0.846108667383187
63,1.411221836373434
64,2.110588410151418
65,2.191764887464936
66,1.2051584708852776
67,0.861719528405017
68,0.793031739908965
69,1.289457120403159
70,2.688190267959128
71,0.893170726971506
72,2.216742265099862
73,3.0815839657092448
74,0.9553846945359973
75,1.2176471597027416
76,1.7890046731017197
77,0.9491403501272652
78,1.4799096248694852
79,0.7649321900696707
80,1.3987331475559697
81,1.2301358485202056
82,1.6235295462703214
83,1.0990046159368334
84,0.8242534619526248
85,1.2832127759944267
86,1.317556670242454
87,1.4736652804607535
88,1.6413413526606087
89,0.846108667383187
90,1.5329865523437078
91,0.8520624508347423
92,0.8273756341569907
93,0.9866064165796571
94,1.3113123258337218
95,1.1364706823892252
96,1.0428055162582452
97,0.889819078244311
98,1.1146154769586636
99,1.2644797427682317
100,0.9928507609883894
101,0.9462377743480554
102,0.7774208788871352
103,1.9263802500938245
104,0.9250413509539899
105,2.4821269024709736
106,1.0334389996451476
107,2.597647274032515
108,1.2582353983594998
109,1.4830317970738514
110,1.8722951222289734
111,0.9428960057185328
112,0.7836652232958667
113,1.2738462593813296
114,0.8929412504486771
115,0.9275521942858904
116,0.9272851446967025
117,1.145837199002323
118,0.7961539121133309
119,0.758687845660939
120,2.001312382998609
121,0.9116742836748728
122,1.4705431082563871
123,1.8551043885717808
124,1.4143440085777996
125,0.9990951053971209
126,0.7867873955002332
127,1.5142535191175113
128,0.896063422653043
129,1.4993309441881515
130,1.3519005644904796
131,0.758687845660939
132,1.317556670242454
133,1.6141630296572242
134,2.3728508753181634
135,1.173936748841617
136,2.2042535762824
137,1.4923983136869499
138,1.3425340478773815
139,0.8408511027974429
140,0.821131289748259
141,0.8835747338355788
142,0.8117647731351607
143,1.1895476098634474
144,0.83487171717755
145,0.780543051091501
146,0.9179186280836051
147,0.9116742836748728
148,0.9245625014759442
149,0.8273756341569907
150,0.9335294891054351
151,0.8866969060399452
152,1.2800906037900615
153,2.291674398004646
154,1.1831709295363133
155,0.8336199785657229
156,1.127104165776127
157,0.9522625223316307
158,0.8180091175438928
159,1.1114933047542974
160,0.9709955555578274
161,0.821131289748259
162,0.8835747338355788
163,0.9372686959182164
164,0.8336199785657229
165,1.0620883707334814
166,0.8835747338355788
167,1.8608146338021383
168,0.8991855948574089
169,0.9803620721709249
170,1.333167531264284
171,1.2707240871769634
172,1.233258020724572
173,0.7430769846391089
174,1.8295929117584784
175,1.064660721688807
176,2.4946155912884374
177,0.8929412504486771
178,0.7618100178653047
179,0.7618100178653047
180,1.145837199002323
181,1.464298763847656
182,1.551719585569904
183,1.4736652804607535
184,0.9304073169010691
185,2.2479639871435233
186,2.2854300535959133
187,1.0147059664189513
188,0.989728588784023
189,0.9335294891054351
190,0.793031739908965
191,0.7774208788871352
192,0.8055204287264286
193,0.7555656734565728
194,0.8055204287264286
195,1.127104165776127
196,2.191764887464936
197,0.9585068667403631
198,0.7836652232958667
199,1.551719585569904
200,1.355022736694846
201,1.0709050660975392
202,1.3113123258337218
203,0.7461991568434749
204,1.0845110668080793
205,2.7225341622071553
206,1.6641177849270796
207,0.8367421507700888
208,1.2239686709231459
209,1.145837199002323
210,1.0271946552364157
211,1.3612670811035776
212,1.0459276884626112
213,0.7711765344784031
214,0.9335294891054351
215,2.934841872104044
216,0.9397738335141669
217,2.725656334411522
218,3.1128056877529042
219,0.9678733833534613
220,2.4165612861792876
221,1.7047060235838376
222,0.8203001217540423
223,1.0147059664189513
224,1.995068038589876
225,2.110588410151418
226,1.2051584708852776
227,0.7618100178653047
228,0.8773303894268474
229,0.846108667383187
230,0.8523530117919188
231,1.9825793497724125
232,2.666335062528568
233,0.8180091175438928
234,1.6235295462703214
235,2.1761540264431063
236,0.8866969060399452
237,1.8077377063279156
238,0.8587892596571216
239,1.8826698392327004
240,0.9116742836748728
241,1.1114933047542974
242,1.7546607788536948
243,1.5766969632048322
244,2.057511482677196
245,1.355022736694846
246,0.889819078244311
247,2.241719642734791
248,1.4143440085777996
249,1.4455164736091153
250,1.8108598785322823
251,0.9179186280836051
252,0.861719528405017
253,1.1708145766372506
254,0.8492308395875533
255,1.5236200357306093
256,0.8242534619526248
257,1.2676019149725974
258,2.366606530909431
259,1.582941307613564
260,1.5080091747087794
261,1.1061863396801916
262,1.873303322619602
263,0.861719528405017
264,1.8857920114370657
265,1.1239819935717617
266,0.8117647731351607
267,1.0053394498058528
268,1.0240724830320498
269,1.2207693319071076
270,0.7961539121133309
271,1.5030680602005848
272,1.7733938120798904
273,0.8954129965789661
274,2.5258373133320973
275,1.039683344053879
276,1.2925792926075261
277,0.7680543622740367
278,0.880452561631213
279,1.2925792926075261
280,2.0325341050422683
281,2.035656277246635
282,1.5142535191175113
283,0.9990951053971209
284,1.1895476098634474
285,0.9709955555578274
286,1.8389594283715756
287,0.8180091175438928
288,1.0084616220102194
289,1.0365611718495131
290,0.9741177277621935
291,0.9709955555578274
292,1.6189186565860103
293,1.517375691321878
294,0.8742082172224807
295,0.8242534619526248
296,0.8199232531278176
297,0.9116742836748728
298,1.8073047246357226
299,1.9014028724588965
300,1.433077041803995
